M_star,M_gas,gamma,R_c,T_m1,T_a1,q,incl,f_freeze,f_dissoc,f_1-0_12co,f_2-1_12co,f_3-2_12co,f_1-0_13co,f_2-1_13co,f_3-2_13co,f_1-0_c18o,f_2-1_c18o,f_3-2_c18o,f_1-0_c18o_low,f_2-1_c18o_low,f_3-2_c18o_low
0.5,1.00E-04,0,200,200,1000,0.45,0,0.146,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,200,1000,0.45,45,0.146,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,200,1000,0.45,90,0.146,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,200,1500,0.45,0,0.087,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,200,1500,0.45,45,0.087,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,200,1500,0.45,90,0.087,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.00E-04,0,30,200,500,0.45,0,0,0.08,0.255,1.252,2.988,0.057,0.367,0.961,0.012,0.128,0.392,0.004,0.052,0.18
0.5,3.00E-04,0,30,200,500,0.45,45,0,0.08,0.279,1.305,3.051,0.063,0.432,1.137,0.013,0.136,0.43,0.004,0.054,0.188
0.5,3.00E-04,0,30,200,500,0.45,90,0,0.08,0.183,0.747,1.638,0.057,0.374,0.958,0.012,0.126,0.393,0.004,0.052,0.177
0.5,3.00E-04,0,30,200,750,0.45,0,0,0.071,0.373,2.114,5.411,0.056,0.405,1.148,0.011,0.12,0.392,0.004,0.047,0.168
0.5,3.00E-04,0,30,200,750,0.45,45,0,0.071,0.411,2.197,5.469,0.061,0.468,1.347,0.011,0.126,0.422,0.004,0.048,0.174
0.5,3.00E-04,0,30,200,750,0.45,90,0,0.071,0.306,1.397,3.192,0.056,0.421,1.201,0.011,0.118,0.395,0.004,0.047,0.167
0.5,3.00E-04,0,30,200,1000,0.45,0,0,0.078,0.468,2.958,7.965,0.053,0.418,1.252,0.009,0.11,0.377,0.003,0.042,0.155
0.5,3.00E-04,0,30,200,1000,0.45,45,0,0.078,0.518,3.105,8.133,0.056,0.472,1.44,0.01,0.114,0.4,0.003,0.043,0.159
0.5,3.00E-04,0,30,200,1000,0.45,90,0,0.078,0.419,2.187,5.216,0.052,0.431,1.317,0.009,0.108,0.377,0.003,0.041,0.153
0.5,3.00E-04,0,30,200,1500,0.45,0,0,0.07,0.583,4.339,12.783,0.046,0.409,1.308,0.008,0.092,0.335,0.003,0.034,0.13
0.5,3.00E-04,0,30,200,1500,0.45,45,0,0.07,0.647,4.706,13.614,0.048,0.444,1.454,0.008,0.094,0.347,0.003,0.034,0.132
0.5,3.00E-04,0,30,200,1500,0.45,90,0,0.07,0.574,3.954,10.793,0.045,0.41,1.358,0.007,0.09,0.33,0.003,0.033,0.128
0.5,3.00E-04,0,60,200,500,0.45,0,0,0.246,0.384,1.781,4.099,0.081,0.56,1.383,0.014,0.152,0.466,0.005,0.056,0.184
0.5,3.00E-04,0,60,200,500,0.45,45,0,0.246,0.412,1.851,4.19,0.085,0.621,1.588,0.014,0.157,0.487,0.005,0.058,0.19
0.5,3.00E-04,0,60,200,500,0.45,90,0,0.246,0.255,1.008,2.154,0.078,0.537,1.332,0.014,0.15,0.457,0.005,0.057,0.184
0.5,3.00E-04,0,60,200,750,0.45,0,0,0.211,0.541,2.979,7.601,0.077,0.599,1.601,0.012,0.141,0.456,0.004,0.051,0.174
0.5,3.00E-04,0,60,200,750,0.45,45,0,0.211,0.591,3.091,7.622,0.08,0.66,1.838,0.013,0.146,0.476,0.004,0.053,0.179
0.5,3.00E-04,0,60,200,750,0.45,90,0,0.211,0.41,1.785,3.988,0.075,0.599,1.648,0.013,0.141,0.456,0.004,0.052,0.175
0.5,3.00E-04,0,60,200,1000,0.45,0,0,0.208,0.671,4.212,11.561,0.071,0.604,1.718,0.011,0.128,0.431,0.004,0.046,0.16
0.5,3.00E-04,0,60,200,1000,0.45,45,0,0.208,0.735,4.375,11.53,0.073,0.653,1.934,0.011,0.132,0.446,0.004,0.047,0.164
0.5,3.00E-04,0,60,200,1000,0.45,90,0,0.208,0.568,2.85,6.686,0.07,0.605,1.791,0.011,0.128,0.431,0.004,0.046,0.161
0.5,3.00E-04,0,60,200,1500,0.45,0,0,0.212,0.829,6.232,19.059,0.059,0.57,1.766,0.009,0.105,0.372,0.003,0.036,0.133
0.5,3.00E-04,0,60,200,1500,0.45,45,0,0.212,0.911,6.651,19.68,0.06,0.597,1.917,0.009,0.107,0.382,0.003,0.037,0.136
0.5,3.00E-04,0,60,200,1500,0.45,90,0,0.212,0.799,5.418,14.785,0.058,0.562,1.823,0.009,0.105,0.372,0.003,0.037,0.135
0.5,3.00E-04,0,100,200,500,0.45,0,0.032,0.414,0.446,1.971,4.308,0.081,0.64,1.574,0.012,0.132,0.391,0.004,0.047,0.142
0.5,3.00E-04,0,100,200,500,0.45,45,0.032,0.414,0.461,1.963,4.252,0.083,0.648,1.629,0.013,0.137,0.403,0.004,0.049,0.148
0.5,3.00E-04,0,100,200,500,0.45,90,0.032,0.414,0.261,0.996,2.071,0.076,0.542,1.314,0.013,0.131,0.381,0.004,0.048,0.144
0.5,3.00E-04,0,100,200,750,0.45,0,0.019,0.473,0.572,2.877,6.846,0.076,0.648,1.693,0.011,0.124,0.381,0.004,0.043,0.137
0.5,3.00E-04,0,100,200,750,0.45,45,0.019,0.473,0.605,2.904,6.78,0.078,0.669,1.801,0.012,0.128,0.395,0.004,0.045,0.142
0.5,3.00E-04,0,100,200,750,0.45,90,0.019,0.473,0.378,1.531,3.293,0.074,0.599,1.579,0.012,0.125,0.382,0.004,0.045,0.14
0.5,3.00E-04,0,100,200,1000,0.45,0,0.015,0.425,0.705,4.092,10.728,0.07,0.637,1.773,0.01,0.113,0.363,0.003,0.039,0.129
0.5,3.00E-04,0,100,200,1000,0.45,45,0.015,0.425,0.749,4.145,10.577,0.072,0.66,1.888,0.01,0.117,0.376,0.003,0.041,0.133
0.5,3.00E-04,0,100,200,1000,0.45,90,0.015,0.425,0.526,2.382,5.382,0.069,0.608,1.728,0.01,0.115,0.367,0.003,0.04,0.132
0.5,3.00E-04,0,100,200,1500,0.45,0,0.007,0.443,0.875,6.24,18.759,0.058,0.583,1.782,0.008,0.094,0.317,0.003,0.032,0.11
0.5,3.00E-04,0,100,200,1500,0.45,45,0.007,0.443,0.936,6.434,18.827,0.059,0.599,1.864,0.008,0.097,0.327,0.003,0.033,0.113
0.5,3.00E-04,0,100,200,1500,0.45,90,0.007,0.443,0.779,4.775,12.575,0.057,0.567,1.774,0.008,0.095,0.322,0.003,0.033,0.113
0.5,3.00E-04,0,200,200,500,0.45,0,0.294,0.944,0.328,1.362,2.912,0.02,0.206,0.568,0.003,0.029,0.084,0.001,0.01,0.028
0.5,3.00E-04,0,200,200,500,0.45,45,0.294,0.944,0.28,1.203,2.544,0.021,0.204,0.549,0.003,0.03,0.088,0.001,0.01,0.03
0.5,3.00E-04,0,200,200,500,0.45,90,0.294,0.944,0.1,0.379,0.777,0.019,0.156,0.393,0.003,0.029,0.083,0.001,0.01,0.029
0.5,3.00E-04,0,200,200,750,0.45,0,0.193,0.95,0.323,1.361,2.919,0.018,0.188,0.523,0.002,0.026,0.076,0.001,0.009,0.026
0.5,3.00E-04,0,200,200,750,0.45,45,0.193,0.95,0.281,1.227,2.606,0.019,0.188,0.513,0.003,0.028,0.08,0.001,0.009,0.027
0.5,3.00E-04,0,200,200,750,0.45,90,0.193,0.95,0.115,0.436,0.896,0.018,0.154,0.398,0.003,0.027,0.077,0.001,0.009,0.027
0.5,3.00E-04,0,200,200,1000,0.45,0,0.146,0.888,0.33,1.418,3.076,0.018,0.189,0.53,0.002,0.026,0.077,0.001,0.009,0.026
0.5,3.00E-04,0,200,200,1000,0.45,45,0.146,0.888,0.298,1.319,2.829,0.019,0.19,0.525,0.003,0.028,0.081,0.001,0.009,0.028
0.5,3.00E-04,0,200,200,1000,0.45,90,0.146,0.888,0.141,0.54,1.114,0.018,0.163,0.433,0.003,0.027,0.078,0.001,0.009,0.027
0.5,3.00E-04,0,200,200,1500,0.45,0,0.087,0.893,0.35,1.649,3.771,0.017,0.179,0.517,0.002,0.025,0.074,0.001,0.008,0.025
0.5,3.00E-04,0,200,200,1500,0.45,45,0.087,0.893,0.332,1.588,3.575,0.018,0.182,0.521,0.002,0.026,0.078,0.001,0.009,0.026
0.5,3.00E-04,0,200,200,1500,0.45,90,0.087,0.893,0.187,0.75,1.575,0.017,0.165,0.461,0.002,0.025,0.076,0.001,0.009,0.026
0.5,1.00E-03,0,30,200,500,0.45,0,0,0.028,0.392,1.865,4.393,0.104,0.617,1.594,0.035,0.274,0.745,0.014,0.145,0.44
0.5,1.00E-03,0,30,200,500,0.45,45,0,0.028,0.432,1.966,4.548,0.123,0.736,1.905,0.037,0.314,0.889,0.015,0.155,0.488
0.5,1.00E-03,0,30,200,500,0.45,90,0,0.028,0.29,1.177,2.584,0.109,0.63,1.586,0.034,0.285,0.802,0.014,0.144,0.45
0.5,1.00E-03,0,30,200,750,0.45,0,0,0.026,0.622,3.244,7.99,0.111,0.744,2.115,0.032,0.279,0.817,0.012,0.136,0.441
0.5,1.00E-03,0,30,200,750,0.45,45,0,0.026,0.684,3.408,8.236,0.128,0.876,2.503,0.033,0.311,0.95,0.013,0.143,0.478
0.5,1.00E-03,0,30,200,750,0.45,90,0,0.026,0.512,2.268,5.17,0.116,0.779,2.195,0.031,0.287,0.878,0.012,0.135,0.448
0.5,1.00E-03,0,30,200,1000,0.45,0,0,0.025,0.837,4.728,12.044,0.112,0.816,2.476,0.029,0.273,0.842,0.011,0.125,0.425
0.5,1.00E-03,0,30,200,1000,0.45,45,0,0.025,0.928,5.05,12.652,0.126,0.942,2.886,0.03,0.296,0.952,0.011,0.13,0.453
0.5,1.00E-03,0,30,200,1000,0.45,90,0,0.025,0.758,3.746,8.845,0.115,0.858,2.615,0.028,0.276,0.89,0.011,0.123,0.428
0.5,1.00E-03,0,30,200,1500,0.45,0,0,0.026,1.157,7.504,20.267,0.106,0.855,2.801,0.024,0.247,0.817,0.009,0.104,0.378
0.5,1.00E-03,0,30,200,1500,0.45,45,0,0.026,1.305,8.381,22.474,0.115,0.956,3.18,0.024,0.259,0.887,0.009,0.107,0.393
0.5,1.00E-03,0,30,200,1500,0.45,90,0,0.026,1.176,7.326,19.185,0.105,0.886,2.976,0.023,0.242,0.836,0.008,0.102,0.373
0.5,1.00E-03,0,60,200,500,0.45,0,0,0.08,0.691,3.234,7.511,0.184,1.041,2.6,0.048,0.43,1.165,0.018,0.192,0.585
0.5,1.00E-03,0,60,200,500,0.45,45,0,0.08,0.752,3.38,7.696,0.207,1.242,3.1,0.05,0.462,1.303,0.018,0.2,0.617
0.5,1.00E-03,0,60,200,500,0.45,90,0,0.08,0.483,1.916,4.11,0.187,1.072,2.596,0.048,0.432,1.211,0.018,0.192,0.588
0.5,1.00E-03,0,60,200,750,0.45,0,0,0.087,1.083,5.778,14.302,0.189,1.218,3.353,0.043,0.418,1.226,0.016,0.175,0.567
0.5,1.00E-03,0,60,200,750,0.45,45,0,0.087,1.183,5.959,14.356,0.208,1.435,3.97,0.044,0.444,1.351,0.016,0.182,0.595
0.5,1.00E-03,0,60,200,750,0.45,90,0,0.087,0.856,3.707,8.319,0.193,1.305,3.567,0.043,0.423,1.287,0.016,0.176,0.575
0.5,1.00E-03,0,60,200,1000,0.45,0,0,0.08,1.446,8.547,22.069,0.185,1.311,3.848,0.038,0.394,1.226,0.014,0.158,0.534
0.5,1.00E-03,0,60,200,1000,0.45,45,0,0.08,1.595,8.912,22.433,0.199,1.513,4.493,0.039,0.413,1.324,0.014,0.163,0.556
0.5,1.00E-03,0,60,200,1000,0.45,90,0,0.08,1.292,6.289,14.657,0.187,1.407,4.185,0.038,0.396,1.273,0.014,0.159,0.54
0.5,1.00E-03,0,60,200,1500,0.45,0,0,0.081,1.953,13.616,37.848,0.167,1.341,4.252,0.03,0.338,1.135,0.01,0.128,0.458
0.5,1.00E-03,0,60,200,1500,0.45,45,0,0.081,2.208,14.993,41.061,0.175,1.492,4.833,0.031,0.348,1.193,0.011,0.131,0.471
0.5,1.00E-03,0,60,200,1500,0.45,90,0,0.081,2.045,13.45,35.545,0.164,1.411,4.646,0.03,0.335,1.154,0.011,0.129,0.461
0.5,1.00E-03,0,100,200,500,0.45,0,0.032,0.173,0.9,4.095,9.271,0.253,1.414,3.308,0.053,0.504,1.363,0.019,0.201,0.588
0.5,1.00E-03,0,100,200,500,0.45,45,0.032,0.173,0.981,4.283,9.513,0.268,1.617,3.875,0.056,0.529,1.452,0.02,0.211,0.618
0.5,1.00E-03,0,100,200,500,0.45,90,0.032,0.173,0.6,2.32,4.863,0.242,1.377,3.2,0.054,0.499,1.361,0.02,0.205,0.596
0.5,1.00E-03,0,100,200,750,0.45,0,0.019,0.189,1.419,7.57,18.78,0.251,1.616,4.161,0.048,0.481,1.4,0.017,0.184,0.572
0.5,1.00E-03,0,100,200,750,0.45,45,0.019,0.189,1.543,7.757,18.615,0.266,1.849,4.902,0.05,0.505,1.491,0.017,0.193,0.599
0.5,1.00E-03,0,100,200,750,0.45,90,0.019,0.189,1.049,4.42,9.735,0.248,1.68,4.403,0.049,0.486,1.434,0.017,0.19,0.586
0.5,1.00E-03,0,100,200,1000,0.45,0,0.015,0.182,1.907,11.533,30.357,0.239,1.715,4.743,0.042,0.445,1.372,0.014,0.166,0.538
0.5,1.00E-03,0,100,200,1000,0.45,45,0.015,0.182,2.093,11.876,30.093,0.25,1.928,5.522,0.044,0.464,1.449,0.015,0.173,0.561
0.5,1.00E-03,0,100,200,1000,0.45,90,0.015,0.182,1.629,7.815,18.068,0.236,1.803,5.184,0.043,0.45,1.408,0.015,0.17,0.552
0.5,1.00E-03,0,100,200,1500,0.45,0,0.007,0.184,2.578,18.704,53.809,0.206,1.723,5.21,0.032,0.37,1.232,0.011,0.133,0.458
0.5,1.00E-03,0,100,200,1500,0.45,45,0.007,0.184,2.883,20.166,56.291,0.212,1.866,5.876,0.034,0.383,1.283,0.012,0.138,0.474
0.5,1.00E-03,0,100,200,1500,0.45,90,0.007,0.184,2.639,17.631,46.7,0.202,1.78,5.713,0.033,0.373,1.256,0.012,0.136,0.468
0.5,1.00E-03,0,200,200,500,0.45,0,0.294,0.498,0.781,3.379,7.237,0.192,1.285,2.92,0.031,0.31,0.83,0.011,0.112,0.308
0.5,1.00E-03,0,200,200,500,0.45,45,0.294,0.498,0.886,3.652,7.692,0.196,1.316,3.076,0.034,0.327,0.868,0.012,0.12,0.328
0.5,1.00E-03,0,200,200,500,0.45,90,0.294,0.498,0.473,1.776,3.615,0.177,1.077,2.431,0.033,0.311,0.818,0.012,0.118,0.32
0.5,1.00E-03,0,200,200,750,0.45,0,0.193,0.472,1.238,6.145,14.389,0.198,1.478,3.621,0.031,0.316,0.894,0.01,0.112,0.326
0.5,1.00E-03,0,200,200,750,0.45,45,0.193,0.472,1.376,6.405,14.578,0.205,1.555,3.943,0.033,0.334,0.94,0.011,0.12,0.345
0.5,1.00E-03,0,200,200,750,0.45,90,0.193,0.472,0.785,3.101,6.539,0.192,1.371,3.399,0.032,0.324,0.909,0.011,0.118,0.34
0.5,1.00E-03,0,200,200,1000,0.45,0,0.146,0.484,1.801,10.463,26.936,0.193,1.599,4.256,0.028,0.306,0.92,0.01,0.107,0.329
0.5,1.00E-03,0,200,200,1000,0.45,45,0.146,0.484,1.969,10.639,26.481,0.2,1.683,4.636,0.03,0.322,0.965,0.01,0.114,0.346
0.5,1.00E-03,0,200,200,1000,0.45,90,0.146,0.484,1.275,5.581,12.392,0.19,1.547,4.232,0.03,0.316,0.944,0.01,0.113,0.343
0.5,1.00E-03,0,200,200,1500,0.45,0,0.087,0.489,2.58,18.735,55.224,0.166,1.592,4.765,0.023,0.264,0.862,0.008,0.091,0.3
0.5,1.00E-03,0,200,200,1500,0.45,45,0.087,0.489,2.822,19.292,54.962,0.172,1.651,5.068,0.024,0.277,0.897,0.008,0.096,0.313
0.5,1.00E-03,0,200,200,1500,0.45,90,0.087,0.489,2.279,13.993,36.16,0.166,1.568,4.855,0.024,0.273,0.886,0.008,0.095,0.311
0.5,3.00E-03,0,30,200,500,0.45,0,0,0.011,0.528,2.422,5.644,0.162,0.919,2.359,0.07,0.447,1.191,0.035,0.281,0.768
0.5,3.00E-03,0,30,200,500,0.45,45,0,0.011,0.587,2.601,5.966,0.195,1.107,2.824,0.079,0.539,1.453,0.038,0.322,0.917
0.5,3.00E-03,0,30,200,500,0.45,90,0,0.011,0.405,1.642,3.606,0.171,0.934,2.311,0.072,0.483,1.294,0.035,0.293,0.833
0.5,3.00E-03,0,30,200,750,0.45,0,0,0.009,0.88,4.306,10.389,0.187,1.223,3.463,0.069,0.493,1.426,0.032,0.285,0.838
0.5,3.00E-03,0,30,200,750,0.45,45,0,0.009,0.975,4.636,11.029,0.22,1.451,4.086,0.075,0.58,1.703,0.034,0.317,0.975
0.5,3.00E-03,0,30,200,750,0.45,90,0,0.009,0.746,3.249,7.379,0.197,1.274,3.519,0.07,0.531,1.558,0.032,0.294,0.904
0.5,3.00E-03,0,30,200,1000,0.45,0,0,0.01,1.232,6.344,15.684,0.199,1.432,4.345,0.065,0.509,1.554,0.029,0.277,0.86
0.5,3.00E-03,0,30,200,1000,0.45,45,0,0.01,1.383,6.996,17.102,0.228,1.672,5.07,0.07,0.583,1.813,0.03,0.301,0.973
0.5,3.00E-03,0,30,200,1000,0.45,90,0,0.01,1.151,5.511,12.983,0.208,1.508,4.526,0.065,0.539,1.685,0.029,0.281,0.911
0.5,3.00E-03,0,30,200,1500,0.45,0,0,0.01,1.86,10.526,27.08,0.201,1.628,5.396,0.058,0.498,1.618,0.024,0.25,0.832
0.5,3.00E-03,0,30,200,1500,0.45,45,0,0.01,2.135,12.156,31.368,0.223,1.853,6.199,0.06,0.548,1.82,0.024,0.263,0.903
0.5,3.00E-03,0,30,200,1500,0.45,90,0,0.01,1.974,11.435,29.506,0.205,1.722,5.793,0.056,0.51,1.717,0.023,0.246,0.851
0.5,3.00E-03,0,60,200,500,0.45,0,0,0.037,1.029,4.678,10.761,0.299,1.681,4.205,0.117,0.79,1.997,0.051,0.455,1.24
0.5,3.00E-03,0,60,200,500,0.45,45,0,0.037,1.129,4.951,11.176,0.36,2.021,5.019,0.125,0.922,2.428,0.053,0.491,1.397
0.5,3.00E-03,0,60,200,500,0.45,90,0,0.037,0.747,2.973,6.41,0.323,1.73,4.161,0.117,0.851,2.233,0.051,0.463,1.313
0.5,3.00E-03,0,60,200,750,0.45,0,0,0.034,1.716,8.514,20.486,0.333,2.165,6.021,0.109,0.84,2.315,0.045,0.44,1.299
0.5,3.00E-03,0,60,200,750,0.45,45,0,0.034,1.883,8.947,21.103,0.392,2.574,7.143,0.116,0.956,2.753,0.046,0.468,1.436
0.5,3.00E-03,0,60,200,750,0.45,90,0,0.034,1.422,6.104,13.731,0.361,2.323,6.352,0.11,0.9,2.604,0.045,0.447,1.374
0.5,3.00E-03,0,60,200,1000,0.45,0,0,0.032,2.415,12.79,31.671,0.346,2.471,7.4,0.1,0.843,2.47,0.04,0.412,1.291
0.5,3.00E-03,0,60,200,1000,0.45,45,0,0.032,2.692,13.776,33.556,0.396,2.894,8.705,0.105,0.936,2.861,0.041,0.433,1.398
0.5,3.00E-03,0,60,200,1000,0.45,90,0,0.032,2.282,10.835,25.278,0.369,2.687,8.074,0.1,0.887,2.743,0.04,0.415,1.348
0.5,3.00E-03,0,60,200,1500,0.45,0,0,0.033,3.574,21.313,55.339,0.338,2.704,8.873,0.083,0.788,2.495,0.031,0.351,1.186
0.5,3.00E-03,0,60,200,1500,0.45,45,0,0.033,4.123,24.843,65.107,0.372,3.081,10.255,0.085,0.842,2.77,0.032,0.362,1.249
0.5,3.00E-03,0,60,200,1500,0.45,90,0,0.033,4.042,24.77,64.523,0.349,2.938,9.94,0.082,0.802,2.683,0.031,0.349,1.209
0.5,3.00E-03,0,100,200,500,0.45,0,0.032,0.085,1.49,6.771,15.421,0.434,2.29,5.607,0.148,1.098,2.697,0.058,0.555,1.516
0.5,3.00E-03,0,100,200,500,0.45,45,0.032,0.085,1.655,7.213,16.084,0.51,2.824,6.842,0.156,1.214,3.131,0.062,0.588,1.636
0.5,3.00E-03,0,100,200,500,0.45,90,0.032,0.085,1.032,4.032,8.541,0.459,2.402,5.621,0.149,1.134,2.921,0.06,0.562,1.561
0.5,3.00E-03,0,100,200,750,0.45,0,0.019,0.08,2.574,13.044,31.469,0.48,2.972,8.165,0.136,1.137,3.071,0.052,0.527,1.556
0.5,3.00E-03,0,100,200,750,0.45,45,0.019,0.08,2.832,13.575,31.913,0.55,3.594,9.807,0.143,1.24,3.513,0.054,0.555,1.667
0.5,3.00E-03,0,100,200,750,0.45,90,0.019,0.08,2.043,8.644,19.219,0.512,3.273,8.812,0.138,1.183,3.379,0.053,0.537,1.619
0.5,3.00E-03,0,100,200,1000,0.45,0,0.015,0.079,3.652,19.998,49.78,0.49,3.363,9.984,0.122,1.11,3.22,0.045,0.483,1.515
0.5,3.00E-03,0,100,200,1000,0.45,45,0.015,0.079,4.071,21.156,51.515,0.547,3.994,11.878,0.127,1.191,3.603,0.047,0.506,1.606
0.5,3.00E-03,0,100,200,1000,0.45,90,0.015,0.079,3.422,16.244,37.709,0.515,3.754,11.2,0.123,1.145,3.507,0.046,0.492,1.569
0.5,3.00E-03,0,100,200,1500,0.45,0,0.007,0.077,5.369,33.914,89.146,0.469,3.642,11.826,0.097,0.994,3.167,0.035,0.399,1.351
0.5,3.00E-03,0,100,200,1500,0.45,45,0.007,0.077,6.214,39.119,103.592,0.502,4.176,13.769,0.101,1.042,3.415,0.036,0.414,1.408
0.5,3.00E-03,0,100,200,1500,0.45,90,0.007,0.077,6.218,39.531,102.77,0.476,4.033,13.58,0.098,1.007,3.352,0.036,0.405,1.383
0.5,3.00E-03,0,200,200,500,0.45,0,0.294,0.225,1.89,8.444,18.747,0.493,2.704,6.293,0.115,1.007,2.575,0.042,0.416,1.138
0.5,3.00E-03,0,200,200,500,0.45,45,0.294,0.225,2.131,9.108,19.748,0.536,3.208,7.587,0.123,1.067,2.768,0.045,0.443,1.209
0.5,3.00E-03,0,200,200,500,0.45,90,0.294,0.225,1.114,4.252,8.789,0.478,2.584,5.865,0.119,1.009,2.602,0.044,0.431,1.173
0.5,3.00E-03,0,200,200,750,0.45,0,0.193,0.224,3.719,19.18,46.091,0.575,3.776,9.894,0.115,1.105,3.11,0.041,0.431,1.278
0.5,3.00E-03,0,200,200,750,0.45,45,0.193,0.224,4.015,19.502,45.584,0.618,4.408,11.775,0.122,1.169,3.341,0.043,0.456,1.351
0.5,3.00E-03,0,200,200,750,0.45,90,0.193,0.224,2.458,10.228,22.314,0.572,3.858,10.123,0.119,1.128,3.229,0.043,0.448,1.328
0.5,3.00E-03,0,200,200,1000,0.45,0,0.146,0.232,5.418,30.883,77.919,0.586,4.357,12.424,0.106,1.09,3.308,0.037,0.409,1.294
0.5,3.00E-03,0,200,200,1000,0.45,45,0.146,0.232,5.902,31.615,77.462,0.622,4.989,14.603,0.111,1.146,3.521,0.039,0.431,1.359
0.5,3.00E-03,0,200,200,1000,0.45,90,0.146,0.232,4.441,20.73,47.446,0.586,4.576,13.452,0.11,1.117,3.45,0.039,0.426,1.345
0.5,3.00E-03,0,200,200,1500,0.45,0,0.087,0.225,7.95,53.965,147.132,0.534,4.662,14.83,0.085,0.96,3.217,0.029,0.345,1.187
0.5,3.00E-03,0,200,200,1500,0.45,45,0.087,0.225,9.066,60.18,162.376,0.556,5.15,16.964,0.089,1,3.369,0.031,0.36,1.234
0.5,3.00E-03,0,200,200,1500,0.45,90,0.087,0.225,8.709,57.738,150.338,0.532,4.919,16.546,0.088,0.982,3.332,0.031,0.357,1.226
0.5,1.00E-02,0,30,200,500,0.45,0,0,0.003,0.682,3.046,7.033,0.246,1.342,3.375,0.118,0.71,1.857,0.074,0.474,1.266
0.5,1.00E-02,0,30,200,500,0.45,45,0,0.003,0.769,3.347,7.624,0.298,1.615,4.019,0.142,0.867,2.285,0.084,0.573,1.549
0.5,1.00E-02,0,30,200,500,0.45,90,0,0.003,0.547,2.211,4.859,0.257,1.343,3.257,0.127,0.764,1.992,0.077,0.515,1.385
0.5,1.00E-02,0,30,200,750,0.45,0,0,0.003,1.164,5.451,12.966,0.313,1.979,5.402,0.127,0.863,2.478,0.073,0.525,1.522
0.5,1.00E-02,0,30,200,750,0.45,45,0,0.003,1.314,6.024,14.152,0.373,2.334,6.313,0.148,1.03,2.985,0.081,0.619,1.821
0.5,1.00E-02,0,30,200,750,0.45,90,0,0.003,1.045,4.524,10.289,0.33,2.014,5.359,0.135,0.93,2.676,0.075,0.566,1.668
0.5,1.00E-02,0,30,200,1000,0.45,0,0,0.003,1.676,8.145,19.765,0.357,2.51,7.283,0.129,0.951,2.91,0.07,0.544,1.665
0.5,1.00E-02,0,30,200,1000,0.45,45,0,0.003,1.921,9.228,22.203,0.417,2.924,8.457,0.147,1.11,3.439,0.076,0.625,1.946
0.5,1.00E-02,0,30,200,1000,0.45,90,0,0.003,1.671,7.845,18.453,0.377,2.601,7.449,0.135,1.018,3.151,0.07,0.578,1.809
0.5,1.00E-02,0,30,200,1500,0.45,0,0,0.004,2.695,13.906,34.711,0.395,3.186,10.157,0.124,1.004,3.323,0.062,0.534,1.742
0.5,1.00E-02,0,30,200,1500,0.45,45,0,0.004,3.19,16.967,43.045,0.447,3.663,11.762,0.135,1.133,3.811,0.065,0.59,1.964
0.5,1.00E-02,0,30,200,1500,0.45,90,0,0.004,3.125,17.349,44.473,0.414,3.414,10.998,0.124,1.057,3.591,0.061,0.549,1.854
0.5,1.00E-02,0,60,200,500,0.45,0,0,0.012,1.416,6.301,14.36,0.48,2.611,6.454,0.223,1.304,3.324,0.128,0.854,2.173
0.5,1.00E-02,0,60,200,500,0.45,45,0,0.012,1.575,6.758,15.135,0.584,3.148,7.71,0.259,1.609,4.131,0.138,1.009,2.666
0.5,1.00E-02,0,60,200,500,0.45,90,0,0.012,1.105,4.406,9.516,0.517,2.674,6.349,0.239,1.462,3.733,0.13,0.934,2.47
0.5,1.00E-02,0,60,200,750,0.45,0,0,0.013,2.46,11.598,27.369,0.59,3.747,10.245,0.23,1.53,4.308,0.12,0.911,2.529
0.5,1.00E-02,0,60,200,750,0.45,45,0,0.013,2.747,12.526,29.176,0.704,4.483,12.17,0.26,1.841,5.238,0.128,1.047,3.027
0.5,1.00E-02,0,60,200,750,0.45,90,0,0.013,2.208,9.424,21.182,0.643,4.02,10.749,0.243,1.715,4.889,0.121,0.987,2.872
0.5,1.00E-02,0,60,200,1000,0.45,0,0,0.012,3.557,17.462,42.146,0.651,4.618,13.599,0.226,1.637,4.926,0.111,0.917,2.7
0.5,1.00E-02,0,60,200,1000,0.45,45,0,0.012,4.062,19.662,47.165,0.762,5.474,16.097,0.249,1.923,5.868,0.116,1.025,3.147
0.5,1.00E-02,0,60,200,1000,0.45,90,0,0.012,3.746,17.636,41.286,0.709,5.093,14.967,0.234,1.816,5.59,0.111,0.974,3.023
0.5,1.00E-02,0,60,200,1500,0.45,0,0,0.012,5.664,29.88,74.617,0.686,5.595,18.244,0.206,1.662,5.401,0.092,0.86,2.732
0.5,1.00E-02,0,60,200,1500,0.45,45,0,0.012,6.897,38.241,97.637,0.778,6.513,21.497,0.218,1.876,6.223,0.095,0.924,3.049
0.5,1.00E-02,0,60,200,1500,0.45,90,0,0.012,7.295,41.793,106.233,0.736,6.321,21.254,0.205,1.793,6.058,0.091,0.881,2.959
